"Tanggal","SKU","Produk","Kategori","Rasa","Ukuran","UrutanUkuran","JenisPacking","IsiKemasan","HargaSatuan","IsiPerKarton","KapasitasMesin","Lokasi","BulanKe","NamaBulan","AngkaBulan","Jenis","Permintaan","Plan","Skenario","Faktor"
2023-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",302,NA,"Normal",1
2023-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",302,NA,"Optimis",1.1
2023-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",302,NA,"Pesimis",0.9
2023-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",277,NA,"Normal",1
2023-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",277,NA,"Optimis",1.1
2023-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",277,NA,"Pesimis",0.9
2023-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",309,NA,"Normal",1
2023-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",309,NA,"Optimis",1.1
2023-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",309,NA,"Pesimis",0.9
2023-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",297,NA,"Normal",1
2023-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",297,NA,"Optimis",1.1
2023-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",297,NA,"Pesimis",0.9
2023-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",422,NA,"Normal",1
2023-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",422,NA,"Optimis",1.1
2023-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",422,NA,"Pesimis",0.9
2023-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",352,NA,"Normal",1
2023-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",352,NA,"Optimis",1.1
2023-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",352,NA,"Pesimis",0.9
2024-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",224,NA,"Normal",1
2024-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",224,NA,"Optimis",1.1
2024-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",224,NA,"Pesimis",0.9
2024-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",122,NA,"Normal",1
2024-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",122,NA,"Optimis",1.1
2024-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",122,NA,"Pesimis",0.9
2024-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Normal",1
2024-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Optimis",1.1
2024-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",248,NA,"Pesimis",0.9
2024-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",285,NA,"Normal",1
2024-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",285,NA,"Optimis",1.1
2024-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",285,NA,"Pesimis",0.9
2024-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",352,NA,"Normal",1
2024-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",352,NA,"Optimis",1.1
2024-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",352,NA,"Pesimis",0.9
2024-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",317,NA,"Normal",1
2024-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",317,NA,"Optimis",1.1
2024-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",317,NA,"Pesimis",0.9
2024-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",333,NA,"Normal",1
2024-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",333,NA,"Optimis",1.1
2024-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",333,NA,"Pesimis",0.9
2024-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",359,NA,"Normal",1
2024-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",359,NA,"Optimis",1.1
2024-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",359,NA,"Pesimis",0.9
2024-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",320,NA,"Normal",1
2024-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",320,NA,"Optimis",1.1
2024-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",320,NA,"Pesimis",0.9
2024-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",312,NA,"Normal",1
2024-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",312,NA,"Optimis",1.1
2024-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",312,NA,"Pesimis",0.9
2024-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",437,NA,"Normal",1
2024-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",437,NA,"Optimis",1.1
2024-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",437,NA,"Pesimis",0.9
2024-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",426,NA,"Normal",1
2024-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",426,NA,"Optimis",1.1
2024-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",426,NA,"Pesimis",0.9
2025-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",307,NA,"Normal",1
2025-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",307,NA,"Optimis",1.1
2025-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Riwayat",307,NA,"Pesimis",0.9
2025-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",296,NA,"Normal",1
2025-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",296,NA,"Optimis",1.1
2025-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Riwayat",296,NA,"Pesimis",0.9
2025-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",294,NA,"Normal",1
2025-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",294,NA,"Optimis",1.1
2025-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Riwayat",294,NA,"Pesimis",0.9
2025-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",356,NA,"Normal",1
2025-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",356,NA,"Optimis",1.1
2025-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Riwayat",356,NA,"Pesimis",0.9
2025-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",359,NA,"Normal",1
2025-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",359,NA,"Optimis",1.1
2025-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Riwayat",359,NA,"Pesimis",0.9
2025-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",407,NA,"Normal",1
2025-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",407,NA,"Optimis",1.1
2025-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Riwayat",407,NA,"Pesimis",0.9
2025-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",397,NA,"Normal",1
2025-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",397,NA,"Optimis",1.1
2025-07-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",7,"Juli",1.04783451842275,"Riwayat",397,NA,"Pesimis",0.9
2025-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",314,NA,"Normal",1
2025-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",314,NA,"Optimis",1.1
2025-08-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",8,"Agustus",0.986702373256995,"Riwayat",314,NA,"Pesimis",0.9
2025-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",358,NA,"Normal",1
2025-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",358,NA,"Optimis",1.1
2025-09-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",9,"September",0.997876073506326,"Riwayat",358,NA,"Pesimis",0.9
2025-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",494,NA,"Normal",1
2025-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",494,NA,"Optimis",1.1
2025-10-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",10,"Oktober",1.10573460153292,"Riwayat",494,NA,"Pesimis",0.9
2025-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",661,NA,"Normal",1
2025-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",661,NA,"Optimis",1.1
2025-11-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",11,"November",1.29356357927787,"Riwayat",661,NA,"Pesimis",0.9
2025-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",541,NA,"Normal",1
2025-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",541,NA,"Optimis",1.1
2025-12-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",12,"Desember",1.40991781327916,"Riwayat",541,NA,"Pesimis",0.9
2026-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Plan",NA,411.407793886785,"Normal",1
2026-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Plan",NA,452.548573275464,"Optimis",1.1
2026-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",1,"Januari",0.760458029365592,"Plan",NA,370.267014498107,"Pesimis",0.9
2026-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Plan",NA,426.44528580663,"Normal",1
2026-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Plan",NA,469.089814387293,"Optimis",1.1
2026-02-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",2,"Februari",0.788253763043679,"Plan",NA,383.800757225967,"Pesimis",0.9
2026-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Plan",NA,487.444547049589,"Normal",1
2026-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Plan",NA,536.189001754548,"Optimis",1.1
2026-03-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",3,"Maret",0.901006556468741,"Plan",NA,438.70009234463,"Pesimis",0.9
2026-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Plan",NA,504.180626096592,"Normal",1
2026-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Plan",NA,554.598688706252,"Optimis",1.1
2026-04-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",4,"April",0.93194200757226,"Plan",NA,453.762563486933,"Pesimis",0.9
2026-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Plan",NA,542.149044233078,"Normal",1
2026-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Plan",NA,596.363948656386,"Optimis",1.1
2026-05-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",5,"Mei",1.00212392649367,"Plan",NA,487.93413980977,"Pesimis",0.9
2026-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Plan",NA,619.484716963709,"Normal",1
2026-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Plan",NA,681.43318866008,"Optimis",1.1
2026-06-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik A",6,"Juni",1.14507341398098,"Plan",NA,557.536245267338,"Pesimis",0.9
2023-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Riwayat",116,NA,"Normal",1
2023-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Riwayat",116,NA,"Optimis",1.1
2023-01-01,"KK-ORI-BES-POU","Keripik Kentang","Makanan","Original","Besar",3,"Pouch","250 g",22000,12,2200,"Pabrik B",1,"Januari",0.760458029365592,"Riwayat",116,NA,"Pesimis",0.9
