"Tanggal","DefectRate","CL","UCL","LCL","Sinyal"
2026-07-06,0.0246570331077373,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-07,0.026189020436144,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-08,0.0215569329123299,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-09,0.029805436732441,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-10,0.0321840468570739,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-11,0.0273558632404353,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-13,0.0320951531609167,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-14,0.0254500657949996,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-15,0.0269563350315239,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-16,0.0260136635515785,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-17,0.0288880094974278,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-18,0.025943974350175,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-20,0.0281433839458507,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-21,0.0289337831037889,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-22,0.0261341419622551,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-23,0.0290393013100437,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-24,0.0287233004974154,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-25,0.0229699005417341,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-27,0.0233925639167408,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-28,0.0255302848934642,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-29,0.0297639311733409,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-30,0.0248200866764741,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-31,0.0278035591784028,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-01,0.0284834180101612,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-03,0.0316080676194396,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-04,0.0232090694769271,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-05,0.0245526308396775,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-06,0.0312889324592039,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-07,0.0314488497307881,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-08,0.024070637197008,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-10,0.0269277137483725,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-11,0.0252500285203635,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-12,0.025162370004383,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-13,0.0262309138920557,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-14,0.0238273939025433,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-15,0.0265173559614771,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-17,0.0285054772304417,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-18,0.0281603288797533,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-19,0.0272555529062196,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-20,0.0313720286613337,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-21,0.0302579698187784,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-22,0.024311284324305,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-24,0.0239983827804624,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-25,0.0267018990530439,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-26,0.0219167904903418,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-27,0.0274900249142986,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-28,0.0303566221085012,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-29,0.0290597128033733,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-08-31,0.0249670773726841,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
