"Tanggal","Tahun","BulanKe","NamaBulan","Produk","Kategori","HargaSatuan","KapasitasMesin","Jenis","Permintaan","CekPlan","Plan","AngkaBulan","Skenario","FaktorSkenario"
2026-03-01,2026,3,"Mar","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3600.49954210731,0.888939068909714,"Optimis",1.1
2026-03-01,2026,3,"Mar","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3600.49954210731,0.888939068909714,"Pesimis",0.9
2026-04-01,2026,4,"Apr","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3774.88444795705,0.931993526777314,"Normal",1
2026-04-01,2026,4,"Apr","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3774.88444795705,0.931993526777314,"Optimis",1.1
2026-04-01,2026,4,"Apr","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3774.88444795705,0.931993526777314,"Pesimis",0.9
2026-05-01,2026,5,"May","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3895.61245969917,0.961800459147191,"Normal",1
2026-05-01,2026,5,"May","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3895.61245969917,0.961800459147191,"Optimis",1.1
2026-05-01,2026,5,"May","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,3895.61245969917,0.961800459147191,"Pesimis",0.9
2026-06-01,2026,6,"Jun","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,4167.55535483547,1.02894132701065,"Normal",1
2026-06-01,2026,6,"Jun","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,4167.55535483547,1.02894132701065,"Optimis",1.1
2026-06-01,2026,6,"Jun","Keripik Kentang","Makanan Ringan",15000,3800,"Plan",NA,NA,4167.55535483547,1.02894132701065,"Pesimis",0.9
2024-01-01,2024,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",3868,NA,NA,0.699332437681422,"Normal",1
2024-01-01,2024,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",3868,NA,NA,0.699332437681422,"Optimis",1.1
2024-01-01,2024,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",3868,NA,NA,0.699332437681422,"Pesimis",0.9
2024-02-01,2024,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4007,NA,NA,0.73391481097336,"Normal",1
2024-02-01,2024,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4007,NA,NA,0.73391481097336,"Optimis",1.1
2024-02-01,2024,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4007,NA,NA,0.73391481097336,"Pesimis",0.9
2024-03-01,2024,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",4999,NA,NA,0.874249079404415,"Normal",1
2024-03-01,2024,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",4999,NA,NA,0.874249079404415,"Optimis",1.1
2024-03-01,2024,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",4999,NA,NA,0.874249079404415,"Pesimis",0.9
2024-04-01,2024,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",4941,NA,NA,0.889034296971258,"Normal",1
2024-04-01,2024,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",4941,NA,NA,0.889034296971258,"Optimis",1.1
2024-04-01,2024,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",4941,NA,NA,0.889034296971258,"Pesimis",0.9
2024-05-01,2024,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5746,NA,NA,0.964965160068775,"Normal",1
2024-05-01,2024,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5746,NA,NA,0.964965160068775,"Optimis",1.1
2024-05-01,2024,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5746,NA,NA,0.964965160068775,"Pesimis",0.9
2024-06-01,2024,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",5618,NA,NA,1.01307976638799,"Normal",1
2024-06-01,2024,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",5618,NA,NA,1.01307976638799,"Optimis",1.1
2024-06-01,2024,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",5618,NA,NA,1.01307976638799,"Pesimis",0.9
2024-07-01,2024,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6068,NA,NA,1.05066930257488,"Normal",1
2024-07-01,2024,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6068,NA,NA,1.05066930257488,"Optimis",1.1
2024-07-01,2024,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6068,NA,NA,1.05066930257488,"Pesimis",0.9
2024-08-01,2024,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",5833,NA,NA,1.00322295467676,"Normal",1
2024-08-01,2024,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",5833,NA,NA,1.00322295467676,"Optimis",1.1
2024-08-01,2024,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",5833,NA,NA,1.00322295467676,"Pesimis",0.9
2024-09-01,2024,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",5380,NA,NA,0.967387596845263,"Normal",1
2024-09-01,2024,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",5380,NA,NA,0.967387596845263,"Optimis",1.1
2024-09-01,2024,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",5380,NA,NA,0.967387596845263,"Pesimis",0.9
2024-10-01,2024,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",7250,NA,NA,1.18273387304482,"Normal",1
2024-10-01,2024,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",7250,NA,NA,1.18273387304482,"Optimis",1.1
2024-10-01,2024,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",7250,NA,NA,1.18273387304482,"Pesimis",0.9
2024-11-01,2024,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7350,NA,NA,1.22717305804799,"Normal",1
2024-11-01,2024,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7350,NA,NA,1.22717305804799,"Optimis",1.1
2024-11-01,2024,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7350,NA,NA,1.22717305804799,"Pesimis",0.9
2024-12-01,2024,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8313,NA,NA,1.39423766332305,"Normal",1
2024-12-01,2024,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8313,NA,NA,1.39423766332305,"Optimis",1.1
2024-12-01,2024,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8313,NA,NA,1.39423766332305,"Pesimis",0.9
2025-01-01,2025,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",4504,NA,NA,0.699332437681422,"Normal",1
2025-01-01,2025,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",4504,NA,NA,0.699332437681422,"Optimis",1.1
2025-01-01,2025,1,"Jan","Teh Botol","Minuman",12000,7000,"Riwayat",4504,NA,NA,0.699332437681422,"Pesimis",0.9
2025-02-01,2025,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4779,NA,NA,0.73391481097336,"Normal",1
2025-02-01,2025,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4779,NA,NA,0.73391481097336,"Optimis",1.1
2025-02-01,2025,2,"Feb","Teh Botol","Minuman",12000,7000,"Riwayat",4779,NA,NA,0.73391481097336,"Pesimis",0.9
2025-03-01,2025,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",5467,NA,NA,0.874249079404415,"Normal",1
2025-03-01,2025,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",5467,NA,NA,0.874249079404415,"Optimis",1.1
2025-03-01,2025,3,"Mar","Teh Botol","Minuman",12000,7000,"Riwayat",5467,NA,NA,0.874249079404415,"Pesimis",0.9
2025-04-01,2025,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",5702,NA,NA,0.889034296971258,"Normal",1
2025-04-01,2025,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",5702,NA,NA,0.889034296971258,"Optimis",1.1
2025-04-01,2025,4,"Apr","Teh Botol","Minuman",12000,7000,"Riwayat",5702,NA,NA,0.889034296971258,"Pesimis",0.9
2025-05-01,2025,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5806,NA,NA,0.964965160068775,"Normal",1
2025-05-01,2025,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5806,NA,NA,0.964965160068775,"Optimis",1.1
2025-05-01,2025,5,"May","Teh Botol","Minuman",12000,7000,"Riwayat",5806,NA,NA,0.964965160068775,"Pesimis",0.9
2025-06-01,2025,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",6510,NA,NA,1.01307976638799,"Normal",1
2025-06-01,2025,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",6510,NA,NA,1.01307976638799,"Optimis",1.1
2025-06-01,2025,6,"Jun","Teh Botol","Minuman",12000,7000,"Riwayat",6510,NA,NA,1.01307976638799,"Pesimis",0.9
2025-07-01,2025,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6510,6310.31983126475,NA,1.05066930257488,"Normal",1
2025-07-01,2025,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6510,6310.31983126475,NA,1.05066930257488,"Optimis",1.1
2025-07-01,2025,7,"Jul","Teh Botol","Minuman",12000,7000,"Riwayat",6510,6310.31983126475,NA,1.05066930257488,"Pesimis",0.9
2025-08-01,2025,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",6177,6295.55844824826,NA,1.00322295467676,"Normal",1
2025-08-01,2025,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",6177,6295.55844824826,NA,1.00322295467676,"Optimis",1.1
2025-08-01,2025,8,"Aug","Teh Botol","Minuman",12000,7000,"Riwayat",6177,6295.55844824826,NA,1.00322295467676,"Pesimis",0.9
2025-09-01,2025,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",6201,6190.31323221284,NA,0.967387596845263,"Normal",1
2025-09-01,2025,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",6201,6190.31323221284,NA,0.967387596845263,"Optimis",1.1
2025-09-01,2025,9,"Sep","Teh Botol","Minuman",12000,7000,"Riwayat",6201,6190.31323221284,NA,0.967387596845263,"Pesimis",0.9
2025-10-01,2025,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",6909,7446.4924646902,NA,1.18273387304482,"Normal",1
2025-10-01,2025,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",6909,7446.4924646902,NA,1.18273387304482,"Optimis",1.1
2025-10-01,2025,10,"Oct","Teh Botol","Minuman",12000,7000,"Riwayat",6909,7446.4924646902,NA,1.18273387304482,"Pesimis",0.9
2025-11-01,2025,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7341,7889.49559019052,NA,1.22717305804799,"Normal",1
2025-11-01,2025,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7341,7889.49559019052,NA,1.22717305804799,"Optimis",1.1
2025-11-01,2025,11,"Nov","Teh Botol","Minuman",12000,7000,"Riwayat",7341,7889.49559019052,NA,1.22717305804799,"Pesimis",0.9
2025-12-01,2025,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8378,9504.51815087326,NA,1.39423766332305,"Normal",1
2025-12-01,2025,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8378,9504.51815087326,NA,1.39423766332305,"Optimis",1.1
2025-12-01,2025,12,"Dec","Teh Botol","Minuman",12000,7000,"Riwayat",8378,9504.51815087326,NA,1.39423766332305,"Pesimis",0.9
2026-01-01,2026,1,"Jan","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5274.8314666184,0.699332437681422,"Normal",1
2026-01-01,2026,1,"Jan","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5274.8314666184,0.699332437681422,"Optimis",1.1
2026-01-01,2026,1,"Jan","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5274.8314666184,0.699332437681422,"Pesimis",0.9
2026-02-01,2026,2,"Feb","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5535.67478090173,0.73391481097336,"Normal",1
2026-02-01,2026,2,"Feb","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5535.67478090173,0.73391481097336,"Optimis",1.1
2026-02-01,2026,2,"Feb","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,5535.67478090173,0.73391481097336,"Pesimis",0.9
2026-03-01,2026,3,"Mar","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6594.1693895877,0.874249079404415,"Normal",1
2026-03-01,2026,3,"Mar","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6594.1693895877,0.874249079404415,"Optimis",1.1
2026-03-01,2026,3,"Mar","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6594.1693895877,0.874249079404415,"Pesimis",0.9
2026-04-01,2026,4,"Apr","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6705.68935728854,0.889034296971258,"Normal",1
2026-04-01,2026,4,"Apr","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6705.68935728854,0.889034296971258,"Optimis",1.1
2026-04-01,2026,4,"Apr","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,6705.68935728854,0.889034296971258,"Pesimis",0.9
2026-05-01,2026,5,"May","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7278.41054734541,0.964965160068775,"Normal",1
2026-05-01,2026,5,"May","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7278.41054734541,0.964965160068775,"Optimis",1.1
2026-05-01,2026,5,"May","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7278.41054734541,0.964965160068775,"Pesimis",0.9
2026-06-01,2026,6,"Jun","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7641.32298460917,1.01307976638799,"Normal",1
2026-06-01,2026,6,"Jun","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7641.32298460917,1.01307976638799,"Optimis",1.1
2026-06-01,2026,6,"Jun","Teh Botol","Minuman",12000,7000,"Plan",NA,NA,7641.32298460917,1.01307976638799,"Pesimis",0.9
