"Tanggal","Lini","Shift","OperatorID","Product","UnitsProduced","UnitsDefect","DowntimeMin","TempC","HumidityPct","EnergyKWh"
2026-07-17,"C","Sore","OP06","Sensor",1259,26,109,27.3,71,23.8
2026-07-18,"A","Pagi","OP01","Casing",1494,78,23,27,70,36.5
2026-07-18,"A","Sore","OP02","Bracket",1295,47,21,26,75,28.5
2026-07-18,"B","Pagi","OP03","Terminal",932,57,14,27.5,73,28.2
2026-07-18,"B","Sore","OP04","Bracket",848,37,7,28,74,20.7
2026-07-18,"C","Pagi","OP05","Panel",1511,67,13,25.6,67,46.8
2026-07-18,"C","Sore","OP06","Sensor",742,11,10,26.1,73,16.6
2026-07-20,"A","Pagi","OP01","Housing",1335,58,22,25.4,72,33.1
2026-07-20,"A","Sore","OP02","Bracket",1378,53,11,27.6,NA,39.2
2026-07-20,"B","Pagi","OP03","Terminal",1159,63,96,28.3,77,32.5
2026-07-20,"B","Sore","OP04","Bracket",1164,57,3,29.6,72,28.2
2026-07-20,"C","Pagi","OP05","Sensor",1490,24,-8,26.3,76,31.4
2026-07-20,"C","Sore","OP06","Sensor",954,20,99,25.9,72,20.5
2026-07-21,"A","Pagi","OP01","Housing",1021,28,NA,25.6,68,31.2
2026-07-21,"A","Sore","OP02","Bracket",1052,38,7,25.6,70,24.9
2026-07-21,"B","Pagi","OP03","Bracket",1022,50,84,29.9,75,29.3
2026-07-21,"B","Sore","OP04","Terminal",759,49,42,27.6,77,22.8
2026-07-21,"C","Pagi","OP05","Sensor",1148,19,20,26.4,67,21.4
2026-07-21,"C","Sore","OP06","Panel",1581,77,20,27.2,69,37.6
2026-07-22,"A","Pagi","OP01","Bracket",1114,40,76,26.6,71,28.6
2026-07-22,"A","Sore","OP02","Housing",1544,54,9,26.8,78,39.3
2026-07-22,"B","Pagi","OP03","Terminal",1097,53,11,28.2,74,30.4
2026-07-22,"B","Sore","OP04","Terminal",1255,85,35,27.5,67,26.2
2026-07-22,"C","Pagi","OP05","Sensor",1085,22,2,26.1,71,31.9
2026-07-22,"C","Sore","OP06","Sensor",1330,33,23,27.7,69,37.3
2026-07-23,"A","Pagi","OP01","Bracket",876,29,36,27.2,76,22.1
2026-07-23,"A","Sore","OP02","Housing",856,28,10,25.5,76,17.2
2026-07-23,"B","Pagi","OP03","Bracket",1448,60,41,28.3,NA,28.8
2026-07-23,"B","Sore","OP04","Bracket",1260,51,56,28.9,77,24
2026-07-23,"C","Pagi","OP05","Panel",881,36,19,25.7,84,21.5
2026-07-23,"C","Sore","OP06","Panel",1476,75,17,25,NA,29.5
2026-07-24,"A","Pagi","OP01","Housing",901,41,4,26.8,62,28.4
2026-07-24,"A","Sore","OP02","Housing",1169,45,8,25.9,NA,21.2
2026-07-24,"B","Pagi","OP03","Terminal",874,50,7,27.3,69,17.6
2026-07-24,"B","Sore","OP04","Bracket",1278,61,138,29.5,76,37.7
2026-07-24,"C","Pagi","OP05","Sensor",1556,41,119,26.7,76,31.4
2026-07-24,"C","Sore","OP06","Sensor",1249,24,32,26.5,68,28
2026-07-25,"A","Pagi","OP01","Housing",1340,44,1,25.5,73,30.6
2026-07-25,"A","Sore","OP02","Bracket",1239,48,156,27.8,69,30.3
2026-07-25,"B","Pagi","OP03","Bracket",1354,57,8,28.5,77,24.5
2026-07-25,"B","Sore","OP04","Terminal",708,53,83,27.5,70,21.1
2026-07-25,"C","Pagi","OP05","Sensor",722,10,8,27.2,73,14
2026-07-25,"C","Sore","OP06","Sensor",1159,23,-5,26.7,76,33.6
2026-07-27,"A","Pagi","OP01","Housing",1017,37,16,27.5,72,18.9
2026-07-27,"A","Sore","OP02","Bracket",1310,44,82,25.4,76,25.6
2026-07-27,"B","Pagi","OP03","Terminal",1489,80,22,26.6,71,44.9
2026-07-27,"B","Sore","OP04","Terminal",1016,65,4,28,73,26.4
2026-07-27,"C","Pagi","OP05","Sensor",1526,30,52,25.1,70,45.3
2026-07-27,"C","Sore","OP06","Sensor",1507,27,4,24.9,70,44.2
2026-07-28,"A","Pagi","OP01","Bracket",720,19,42,24.4,71,14.3
2026-07-28,"A","Sore","OP02","Bracket",1558,41,2,28.6,72,35.4
2026-07-28,"B","Pagi","OP03","Terminal",709,32,141,NA,NA,19.6
2026-07-28,"B","Sore","OP04","Terminal",1110,95,36,27.3,77,25.4
2026-07-28,"C","Pagi","OP05","Sensor",777,14,12,NA,68,17.9
2026-07-28,"C","Sore","OP06","Sensor",1490,37,NA,25.5,81,26.9
2026-07-29,"A","Pagi","OP01","Housing",776,29,25,26.7,NA,19.7
2026-07-29,"A","Sore","OP02","Bracket",1380,45,29,NA,67,27.5
2026-07-29,"B","Pagi","OP03","Terminal",1393,86,80,28.4,69,43.3
2026-07-29,"B","Sore","OP07","Bracket",1272,52,3,28.7,70,27.3
2026-07-29,"C","Pagi","OP05","Panel",1308,50,77,26,71,24
2026-07-29,"C","Sore","OP06","Sensor",1180,19,26,25.7,77,37.1
2026-07-30,"A","Pagi","OP01","Bracket",1566,45,NA,25.8,68,36.6
2026-07-30,"A","Sore","OP02","Bracket",1296,45,128,24.5,79,29.4
2026-07-30,"B","Pagi","OP03","Bracket",1220,53,0,27.3,86,32.8
2026-07-30,"B","Sore","OP04","Terminal",1153,79,7,28.6,72,32.3
2026-07-30,"C","Pagi","OP05","Sensor",1029,16,9,26.4,68,18.9
2026-07-30,"C","Sore","OP06","Sensor",1536,35,32,26,66,38.2
2026-07-31,"A","Pagi","OP01","Housing",1552,62,3,25.6,69,39.5
2026-07-31,"A","Sore","OP02","Bracket",1154,40,43,27.8,67,35
2026-07-31,"B","Pagi","OP03","Terminal",1403,90,24,29.7,69,41.3
2026-07-31,"B","Sore","OP04","Terminal",1011,60,60,27.3,71,22.1
2026-07-31,"C","Pagi","OP05","Sensor",1383,28,44,27.3,74,33.2
2026-07-31,"C","Sore","OP06","Sensor",1312,24,11,26.3,72,40.2
2026-08-01,"A","Pagi","OP01","Housing",1472,55,NA,24.2,75,37.4
2026-08-01,"A","Sore","OP02","Bracket",705,25,3,26.6,68,16.8
2026-08-01,"B","Pagi","OP03","Terminal",1074,58,44,26.3,73,27
2026-08-01,"B","Sore","OP04","Terminal",731,39,22,28,71,13.5
2026-08-01,"C","Pagi","OP05","Panel",1278,52,27,25.1,71,33.6
2026-08-01,"C","Sore","OP06","Panel",1184,47,152,24.8,76,26.8
2026-08-03,"A","Pagi","OP01","Bracket",1475,47,33,27.7,67,41.7
2026-08-03,"A","Sore","OP02","Housing",1580,81,8,26.7,72,43.1
2026-08-03,"B","Pagi","OP03","Bracket",723,24,2,25.3,71,17.5
2026-08-03,"B","Sore","OP04","Bracket",1017,51,9,27.5,74,22.8
2026-08-03,"C","Pagi","OP05","Panel",1156,48,7,26.3,70,21.2
2026-08-03,"C","Sore","OP06","Sensor",861,16,4,26.2,77,19.3
2026-08-04,"A","Pagi","OP01","Housing",873,28,35,26.1,71,27.1
2026-08-04,"A","Sore","OP02","Housing",1068,45,74,27.3,63,23.2
2026-08-04,"B","Pagi","OP07","Terminal",865,43,103,29.2,72,18.2
2026-08-04,"B","Sore","OP04","Terminal",1524,95,16,28,74,39.4
2026-08-04,"C","Pagi","OP05","Panel",897,38,1,25.9,75,20
2026-08-04,"C","Sore","OP06","Panel",1398,59,17,26.2,69,41.1
2026-08-05,"A","Pagi","OP01","Bracket",1277,43,18,27.9,74,28.8
2026-08-05,"A","Sore","OP02","Bracket",1446,47,33,26.6,77,46
2026-08-05,"B","Pagi","OP03","Bracket",1144,50,40,28.9,76,30
2026-08-05,"B","Sore","OP04","Bracket",1133,47,14,29.3,74,23.4
2026-08-05,"C","Pagi","OP07","Sensor",819,18,127,26.6,72,19.9
2026-08-05,"C","Sore","OP06","Sensor",1397,30,1,27,82,37.7
2026-08-06,"A","Pagi","OP01","Bracket",1349,53,11,26.6,74,36.6
2026-08-06,"A","Sore","OP02","Bracket",1513,58,25,26.3,65,41.3
2026-08-06,"B","Pagi","OP03","Bracket",1318,53,8,28.1,76,29.6
2026-08-06,"B","Sore","OP07","Bracket",1594,67,61,28.6,69,33.8
2026-08-06,"C","Pagi","OP05","Sensor",1314,21,26,24.3,69,33.3
2026-08-06,"C","Sore","OP06","Sensor",838,18,9,24.7,64,20.2
2026-08-07,"A","Pagi","OP01","Housing",1277,44,1,27.3,66,33.9
2026-08-07,"A","Sore","OP02","Housing",1050,50,92,27.7,68,21.2
2026-08-07,"B","Pagi","OP03","Bracket",1499,51,8,30.1,69,43.2
2026-08-07,"B","Sore","OP04","Terminal",1106,69,7,27.1,64,26.7
2026-08-07,"C","Pagi","OP05","Sensor",925,15,29,27.4,66,20.4
2026-08-07,"C","Sore","OP06","Sensor",978,22,3,25.7,68,25.3
2026-08-08,"A","Pagi","OP01","Bracket",947,29,3,24.6,70,25.2
2026-08-08,"A","Sore","OP02","Bracket",819,37,8,25.8,70,15.8
2026-08-08,"B","Pagi","OP03","Bracket",1392,57,4,27.6,71,38.1
2026-08-08,"B","Sore","OP04","Bracket",1044,43,14,27.8,65,20
2026-08-08,"C","Pagi","OP05","Panel",1354,51,NA,26.3,64,33.6
2026-08-08,"C","Sore","OP06","Panel",978,47,16,25.2,70,24
2026-08-10,"A","Pagi","OP01","Housing",1480,55,1,26.1,70,34.9
2026-08-10,"A","Sore","OP02","Bracket",1339,54,234,26.6,69,38.2
2026-08-10,"B","Pagi","OP03","Bracket",1146,39,16,30.2,71,34.4
2026-08-10,"B","Sore","OP04","Bracket",842,36,43,27.7,74,23.6
2026-08-10,"C","Pagi","OP05","Panel",1355,53,0,24.5,70,36
2026-08-10,"C","Sore","OP06","Sensor",996,15,13,25.4,74,26.9
2026-08-11,"A","Pagi","OP01","Bracket",1482,45,NA,28.9,73,26.7
2026-08-11,"A","Sore","OP02","Bracket",1139,39,37,25.2,78,30.1
2026-08-11,"B","Pagi","OP03","Terminal",916,58,97,27.2,81,22
2026-08-11,"B","Sore","OP04","Terminal",886,57,17,28.3,NA,26.4
2026-08-11,"C","Pagi","OP05","Panel",1565,64,2,26,78,35.4
2026-08-11,"C","Sore","OP06","Panel",1137,51,14,26.4,72,28.3
2026-08-12,"A","Pagi","OP01","Bracket",909,31,16,27,77,23.8
2026-08-12,"A","Sore","OP02","Bracket",1303,47,19,26.4,75,40.9
2026-08-12,"B","Pagi","OP07","Bracket",746,27,8,30.2,74,20.2
2026-08-12,"B","Sore","OP04","Bracket",1097,55,33,27.1,79,32.5
2026-08-12,"C","Pagi","OP05","Sensor",1106,18,27,26.2,76,30
2026-08-12,"C","Sore","OP06","Sensor",1348,35,27,23.7,75,26.6
2026-08-13,"A","Pagi","OP01","Bracket",1223,36,19,26.9,76,35.1
2026-08-13,"A","Sore","OP02","Bracket",809,30,34,24.6,73,18.4
2026-08-13,"B","Pagi","OP03","Bracket",923,31,4,26,78,18.4
2026-08-13,"B","Sore","OP04","Terminal",1525,101,44,27,75,46.8
2026-08-13,"C","Pagi","OP05","Sensor",839,12,175,25.1,NA,15.8
2026-08-13,"C","Sore","OP06","Panel",1008,52,4,26.7,70,19.6
2026-08-14,"A","Pagi","OP01","Bracket",926,21,32,27.5,70,22.4
2026-08-14,"A","Sore","OP02","Housing",1317,46,72,25.5,72,32.7
2026-08-14,"B","Pagi","OP03","Terminal",1482,78,0,26.6,67,34.7
2026-08-14,"B","Sore","OP04","Terminal",1122,78,23,28.3,72,21
2026-08-14,"C","Pagi","OP05","Sensor",716,11,15,24.1,70,20.6
2026-08-14,"C","Sore","OP06","Panel",1211,59,44,23.4,67,38.3
2026-08-15,"A","Pagi","OP01","Bracket",716,24,11,25.7,77,21.9
2026-08-15,"A","Sore","OP02","Housing",1460,66,26,26.6,79,31.4
2026-08-15,"B","Pagi","OP03","Terminal",789,40,30,31,70,19.2
2026-08-15,"B","Sore","OP04","Terminal",891,55,12,29.6,75,22.5
2026-08-15,"C","Pagi","OP05","Sensor",1472,38,108,26.6,73,27.3
2026-08-15,"C","Sore","OP06","Panel",993,63,32,NA,70,21
2026-08-17,"A","Pagi","OP01","Housing",1433,45,NA,24.4,70,44.1
2026-08-17,"A","Sore","OP02","Bracket",977,37,16,NA,81,25.5
2026-08-17,"B","Pagi","OP03","Terminal",880,67,4,28.1,71,24
2026-08-17,"B","Sore","OP04","Terminal",812,59,31,29.2,76,21.5
2026-08-17,"C","Pagi","OP05","Panel",1167,58,28,24.7,75,28
2026-08-17,"C","Sore","OP06","Panel",1381,65,24,26.7,75,35.7
2026-08-18,"A","Pagi","OP01","Bracket",1360,40,15,25.8,72,38.9
2026-08-18,"A","Sore","OP02","Bracket",749,23,21,27.8,72,17.5
2026-08-18,"B","Pagi","OP03","Bracket",1318,47,5,30,74,33.1
2026-08-18,"B","Sore","OP04","Terminal",1287,92,13,26.6,62,25.2
2026-08-18,"C","Pagi","OP07","Sensor",1332,30,9,26.4,NA,42.5
2026-08-18,"C","Sore","OP07","Sensor",844,14,27,25.5,72,24.7
2026-08-19,"A","Pagi","OP01","Housing",1220,46,45,27.3,73,26.8
2026-08-19,"A","Sore","OP02","Bracket",843,29,53,28.8,69,26.9
2026-08-19,"B","Pagi","OP03","Terminal",1265,76,38,29.5,76,32.4
2026-08-19,"B","Sore","OP04","Bracket",1164,49,11,NA,66,26.5
2026-08-19,"C","Pagi","OP05","Sensor",767,22,58,27.8,74,15.2
2026-08-19,"C","Sore","OP06","Sensor",1551,30,9,24.7,71,42.9
2026-08-20,"A","Pagi","OP01","Housing",1584,47,21,27.3,70,30.2
2026-08-20,"A","Sore","OP02","Housing",1480,50,98,26.3,73,39.3
2026-08-20,"B","Pagi","OP03","Terminal",1084,54,17,28.6,65,31.2
2026-08-20,"B","Sore","OP04","Terminal",844,38,7,27.1,79,24.6
2026-08-20,"C","Pagi","OP05","Sensor",1320,24,33,28.1,71,40.5
2026-08-20,"C","Sore","OP06","Sensor",1212,22,156,23.7,62,34.8
2026-08-21,"A","Pagi","OP01","Casing",778,38,14,26.9,65,22.4
2026-08-21,"A","Sore","OP02","Bracket",1167,45,14,25.4,75,36.8
2026-08-21,"B","Pagi","OP07","Bracket",1022,32,18,27.8,73,19.5
2026-08-21,"B","Sore","OP04","Bracket",766,38,59,NA,73,23.9
2026-08-21,"C","Pagi","OP05","Panel",1398,51,38,25.6,71,38.1
2026-08-21,"C","Sore","OP06","Panel",919,43,10,26.2,71,25.9
2026-08-22,"A","Pagi","OP01","Housing",1202,51,13,24.7,66,24.3
2026-08-22,"A","Sore","OP02","Bracket",973,39,NA,24.1,65,25.2
2026-08-22,"B","Pagi","OP03","Terminal",1243,65,22,27.1,74,33.8
2026-08-22,"B","Sore","OP04","Terminal",1532,102,1,NA,71,41
2026-08-22,"C","Pagi","OP07","Panel",786,40,53,23.6,73,14.3
2026-08-22,"C","Sore","OP06","Sensor",954,18,13,26.1,75,19.7
2026-08-24,"A","Pagi","OP01","Bracket",1320,36,20,27.4,71,40.2
2026-08-24,"A","Sore","OP02","Housing",1474,61,8,25.6,69,29.7
2026-08-24,"B","Pagi","OP03","Terminal",974,50,18,26.9,72,30.8
2026-08-24,"B","Sore","OP04","Terminal",872,53,7,30.2,81,17.7
2026-08-24,"C","Pagi","OP05","Sensor",744,21,61,26,70,19.2
2026-08-24,"C","Sore","OP06","Panel",1539,61,20,25.4,69,29.6
2026-08-25,"A","Pagi","OP01","Bracket",1360,46,31,25.7,76,41.8
2026-08-25,"A","Sore","OP02","Housing",835,27,16,26.3,63,21.8
2026-08-25,"B","Pagi","OP03","Bracket",1156,42,46,27.9,71,24.5
2026-08-25,"B","Sore","OP04","Terminal",924,62,140,28.7,69,17.8
2026-08-25,"C","Pagi","OP07","Panel",908,37,23,26,71,21.7
2026-08-25,"C","Sore","OP06","Panel",1348,48,66,25.4,74,34.7
2026-08-26,"A","Pagi","OP01","Housing",1248,48,NA,NA,73,36.2
2026-08-26,"A","Sore","OP02","Housing",1315,52,41,25.9,69,25.2
2026-08-26,"B","Pagi","OP03","Terminal",728,44,16,27.8,69,18.4
2026-08-26,"B","Sore","OP04","Terminal",1474,94,13,27.1,68,35.4
2026-08-26,"C","Pagi","OP05","Panel",1583,77,40,25.7,79,30.7
2026-08-26,"C","Sore","OP06","Panel",726,28,24,26.2,67,15
2026-08-27,"A","Pagi","OP01","Housing",708,37,89,27.5,74,17
2026-08-27,"A","Sore","OP02","Bracket",1449,54,1,26.7,79,35.4
2026-08-27,"B","Pagi","OP03","Terminal",1265,79,33,29.5,74,29
2026-08-27,"B","Sore","OP04","Terminal",981,67,50,27,71,19.8
2026-08-27,"C","Pagi","OP05","Panel",1069,45,40,25.1,75,24.1
2026-08-27,"C","Sore","OP06","Sensor",1091,21,55,26.6,69,33.8
2026-08-28,"A","Pagi","OP01","Housing",807,25,6,26.3,76,23.3
2026-08-28,"A","Sore","OP02","Bracket",819,29,55,26.4,79,25.9
2026-08-28,"B","Pagi","OP03","Terminal",1267,71,11,29.4,75,39.4
2026-08-28,"B","Sore","OP04","Terminal",806,57,3,28.3,73,22.8
2026-08-28,"C","Pagi","OP05","Sensor",1008,14,118,25.9,74,26.4
2026-08-28,"C","Sore","OP06","Sensor",1350,35,50,26,73,27.9
2026-08-29,"A","Pagi","OP01","Bracket",1543,48,88,25.4,66,41.6
2026-08-29,"A","Sore","OP02","Bracket",1236,33,8,27.5,80,31.6
2026-08-29,"B","Pagi","OP03","Bracket",821,28,10,28.6,76,23.5
2026-08-29,"B","Sore","OP04","Bracket",1008,37,45,NA,70,18.9
2026-08-29,"C","Pagi","OP07","Panel",1518,69,142,24.6,70,38
2026-08-29,"C","Sore","OP06","Panel",995,46,26,25.5,76,23.1
2026-08-31,"A","Pagi","OP01","Bracket",1339,39,123,26.3,71,42.6
2026-08-31,"A","Sore","OP02","Casing",1415,78,14,27.6,71,33.2
2026-08-31,"B","Pagi","OP03","Terminal",831,37,82,27.6,75,22.1
2026-08-31,"B","Sore","OP04","Bracket",1530,66,19,28.7,68,41.4
2026-08-31,"C","Pagi","OP05","Sensor",1082,27,41,26.3,73,28.9
2026-08-31,"C","Sore","OP06","Sensor",1516,26,40,24.8,73,27.4
2026-09-01,"A","Pagi","OP01","Housing",863,33,8,25.7,76,27.1
2026-09-01,"A","Sore","OP02","Bracket",1433,52,3,NA,82,40
2026-09-01,"B","Pagi","OP03","Bracket",720,23,75,28.9,74,13.1
2026-09-01,"B","Sore","OP07","Bracket",1452,62,7,28.3,75,35.3
2026-09-01,"C","Pagi","OP05","Panel",1575,53,36,26,73,43.3
2026-09-01,"C","Sore","OP06","Panel",1341,62,27,NA,76,38
2026-09-02,"A","Pagi","OP01","Casing",1548,79,2,25.3,75,35.4
2026-09-02,"A","Sore","OP02","Bracket",1412,51,23,27.2,75,33.3
2026-09-02,"B","Pagi","OP03","Terminal",1200,74,30,26.6,79,26.5
2026-09-02,"B","Sore","OP04","Bracket",772,42,25,NA,77,14.4
2026-09-02,"C","Pagi","OP05","Sensor",770,16,21,24.9,65,18.6
2026-09-02,"C","Sore","OP06","Sensor",1263,26,2,25,62,27
2026-09-03,"A","Pagi","OP01","Casing",1326,97,18,26.5,68,42.3
2026-09-03,"A","Sore","OP02","Bracket",913,35,58,28.3,65,16.9
2026-09-03,"B","Pagi","OP03","Terminal",846,42,18,27.6,66,23.1
2026-09-03,"B","Sore","OP04","Bracket",987,34,72,26.5,72,25.2
2026-09-03,"C","Pagi","OP05","Sensor",1352,28,41,24.8,66,31.3
2026-09-03,"C","Sore","OP06","Panel",1578,60,35,25.1,75,29.5
2026-09-04,"A","Pagi","OP01","Bracket",1427,36,59,26.2,68,27.9
2026-09-04,"A","Sore","OP07","Housing",903,27,5,26.5,67,28.5
2026-09-04,"B","Pagi","OP03","Terminal",1218,64,5,28.1,76,38.6
2026-09-04,"B","Sore","OP04","Bracket",810,45,20,28.6,68,24.2
2026-09-04,"C","Pagi","OP05","Panel",1125,48,5,24.1,NA,22.9
2026-09-04,"C","Sore","OP06","Sensor",1098,25,23,26,74,31.3
2026-09-05,"A","Pagi","OP01","Bracket",1473,53,3,26.5,71,40.1
2026-09-05,"A","Sore","OP02","Bracket",1246,56,99,26.4,76,23
2026-09-05,"B","Pagi","OP03","Bracket",1472,51,79,28.8,74,42.6
2026-09-05,"B","Sore","OP04","Bracket",1535,66,5,27.4,69,31.1
2026-09-05,"C","Pagi","OP05","Panel",1297,47,8,27.4,72,37.2
2026-09-05,"C","Sore","OP06","Panel",1422,75,7,23.5,74,36.1
2026-09-07,"A","Pagi","OP01","Housing",1105,40,2,26.5,80,23.8
2026-09-07,"A","Sore","OP02","Bracket",1232,42,45,25.7,68,28.4
2026-09-07,"B","Pagi","OP03","Bracket",1443,69,3,27.8,70,29.9
